65592	65593
65593	131129
65593	65594
65594	131130
65594	65595
65595	131131
65595	65596
65596	131132
65596	65597
65597	131133
65597	65598
65598	131134
65598	65599
65599	131135
65599	65600
65600	131136
65600	65601
65601	131137
65601	65602
65602	131138
65602	65603
65603	131139
65603	65604
65604	131140
65604	65605
65605	131141
65605	65606
65606	131142
65606	65607
65607	131143
65607	65608
65608	131144
65608	65609
65609	131145
65609	65610
65610	131146
65610	65611
65611	131147
65611	65612
65612	131148
65612	65613
65613	131149
65613	65614
65614	131150
65614	65615
65615	131151
65615	65616
65616	131152
65616	65617
65617	131153
65617	65618
65618	131154
65618	65619
65619	131155
65619	65620
65620	131156
65620	65621
65621	131157
65621	65622
65622	131158
65622	65623
65623	131159
65623	65624
65624	131160
65624	65625
65625	131161
65625	65626
65626	131162
65626	65627
65627	131163
65627	65628
65628	131164
65628	65629
65629	131165
65629	65630
65630	131166
65630	65631
65631	131167
65631	65632
65632	131168
65632	65633
65633	131169
65633	65634
65634	131170
65634	65635
65635	131171
65635	65636
65636	131172
65636	65637
65637	131173
65637	65638
65638	131174
65638	65639
65639	131175
65639	65640
65640	131176
65640	65641
65641	131177
65641	65642
65642	131178
65642	65643
65643	131179
65643	65644
65644	131180
65644	65645
65645	131181
65645	65646
65646	131182
65646	65647
65647	131183
65647	65648
65648	131184
65648	65649
65649	131185
65649	65650
65650	131186
65650	65651
65651	131187
65651	65652
65652	131188
65652	65653
65653	131189
65653	65654
65654	131190
65654	65655
65655	131191
65655	65656
65656	131192
65656	65657
65657	131193
65657	65658
65658	131194
65658	65659
65659	131195
65659	65660
65660	131196
65660	65661
65661	131197
65661	65662
65662	131198
65662	65663
65663	131199
65663	65664
65664	131200
65664	65665
65665	131201
65665	65666
65666	131202
65666	65667
65667	131203
65667	65668
65668	131204
65668	65669
65669	131205
65669	65670
65670	131206
65670	65671
65671	131207
65671	65672
65672	131208
65672	65673
65673	131209
65673	65674
65674	131210
65674	65675
65675	131211
65675	65676
65676	131212
65676	65677
65677	131213
65677	65678
65678	131214
65678	65679
65679	131215
65679	65680
65680	131216
65680	65681
65681	131217
65681	65682
65682	131218
65682	65683
65683	131219
65683	65684
65684	131220
65684	65685
65685	131221
65685	65686
65686	131222
65686	65687
65687	131223
65687	65688
65688	131224
65688	65689
65689	131225
65689	65690
65690	131226
65690	65691
65691	131227
65691	65692
65692	131228
65692	65693
65693	131229
65693	65694
65694	131230
65694	65695
65695	131231
65695	65696
65696	131232
65696	65697
65697	131233
65697	65698
65698	131234
65698	65699
65699	131235
65699	65700
65700	131236
65700	65701
65701	131237
65701	65702
65702	131238
65702	65703
65703	131239
65703	65704
65704	131240
65704	65705
65705	131241
65705	65706
65706	131242
65706	65707
65707	131243
65707	65708
65708	131244
65708	65709
65709	131245
65709	65710
65710	131246
65710	65711
65711	131247
65711	65712
65712	131248
65712	65713
65713	131249
65713	65714
65714	131250
65714	65715
65715	131251
65715	65716
65716	131252
65716	65717
65717	131253
65717	65718
65718	131254
65718	65719
65719	131255
65719	65720
65720	131256
65720	65721
65721	131257
65721	65722
65722	131258
65722	65723
65723	131259
65723	65724
65724	131260
65724	65725
65725	131261
65725	65726
65726	131262
65726	65727
65727	131263
65727	65728
65728	131264
65728	65729
65729	131265
65729	65730
65730	131266
65730	65731
65731	131267
65731	65732
65732	131268
65732	65733
65733	131269
65733	65734
65734	131270
65734	65735
65735	131271
131072	196608
131072	131073
131073	196609
131073	131074
131074	196610
131074	131075
131075	196611
131075	131076
131076	196612
131076	131077
131077	196613
131077	131078
131078	196614
131078	131079
131079	196615
131079	131080
131080	196616
131080	131081
131081	196617
131081	131082
131082	196618
131082	131083
131083	196619
131083	131084
131084	196620
131084	131085
131085	196621
131085	131086
131086	196622
131086	131087
131087	196623
131087	131088
131088	196624
131088	131089
131089	196625
131089	131090
131090	196626
131090	131091
131091	196627
131091	131092
131092	196628
131092	131093
131093	196629
131093	131094
131094	196630
131094	131095
131095	196631
131095	131096
131096	196632
131096	131097
131097	196633
131097	131098
131098	196634
131098	131099
131099	196635
131099	131100
131100	196636
131100	131101
131101	196637
131101	131102
131102	196638
131102	131103
131103	196639
131103	131104
131104	196640
131104	131105
131105	196641
131105	131106
131106	196642
131106	131107
131107	196643
131107	131108
131108	196644
131108	131109
131109	196645
131109	131110
131110	196646
131110	131111
131111	196647
131111	131112
131112	196648
131112	131113
131113	196649
131113	131114
131114	196650
131114	131115
131115	196651
131115	131116
131116	196652
131116	131117
131117	196653
131117	131118
131118	196654
131118	131119
131119	196655
131119	131120
131120	196656
131120	131121
131121	196657
131121	131122
131122	196658
131122	131123
131123	196659
131123	131124
131124	196660
131124	131125
131125	196661
131125	131126
131126	196662
131126	131127
131127	196663
131127	131128
131128	196664
131128	131129
131129	196665
131129	131130
131130	196666
131130	131131
131131	196667
131131	131132
131132	196668
131132	131133
131133	196669
131133	131134
131134	196670
131134	131135
131135	196671
131135	131136
131136	196672
131136	131137
131137	196673
131137	131138
131138	196674
131138	131139
131139	196675
131139	131140
131140	196676
131140	131141
131141	196677
131141	131142
131142	196678
131142	131143
131143	196679
131143	131144
131144	196680
131144	131145
131145	196681
131145	131146
131146	196682
131146	131147
131147	196683
131147	131148
131148	196684
131148	131149
131149	196685
131149	131150
131150	196686
131150	131151
131151	196687
131151	131152
131152	196688
131152	131153
131153	196689
131153	131154
131154	196690
131154	131155
131155	196691
131155	131156
131156	196692
131156	131157
131157	196693
131157	131158
131158	196694
131158	131159
131159	196695
131159	131160
131160	196696
131160	131161
131161	196697
131161	131162
131162	196698
131162	131163
131163	196699
131163	131164
131164	196700
131164	131165
131165	196701
131165	131166
131166	196702
131166	131167
131167	196703
131167	131168
131168	196704
131168	131169
131169	196705
131169	131170
131170	196706
131170	131171
131171	196707
131171	131172
131172	196708
131172	131173
131173	196709
131173	131174
131174	196710
131174	131175
131175	196711
131175	131176
131176	196712
131176	131177
131177	196713
131177	131178
131178	196714
131178	131179
131179	196715
131179	131180
131180	196716
131180	131181
131181	196717
131181	131182
131182	196718
131182	131183
131183	196719
131183	131184
131184	196720
131184	131185
131185	196721
131185	131186
131186	196722
131186	131187
131187	196723
131187	131188
131188	196724
131188	131189
131189	196725
131189	131190
131190	196726
131190	131191
131191	196727
131191	131192
131192	196728
131192	131193
131193	196729
131193	131194
131194	196730
131194	131195
131195	196731
131195	131196
131196	196732
131196	131197
131197	196733
131197	131198
131198	196734
131198	131199
131199	196735
131199	131200
131200	196736
131200	131201
131201	196737
131201	131202
131202	196738
131202	131203
131203	196739
131203	131204
131204	196740
131204	131205
131205	196741
131205	131206
131206	196742
131206	131207
131207	196743
131207	131208
131208	196744
131208	131209
131209	196745
131209	131210
131210	196746
131210	131211
131211	196747
131211	131212
131212	196748
131212	131213
131213	196749
131213	131214
131214	196750
131214	131215
131215	196751
131215	131216
131216	196752
131216	131217
131217	196753
131217	131218
131218	196754
131218	131219
131219	196755
131219	131220
131220	196756
131220	131221
131221	196757
131221	131222
131222	196758
131222	131223
131223	196759
131223	131224
131224	196760
131224	131225
131225	196761
131225	131226
131226	196762
131226	131227
131227	196763
131227	131228
131228	196764
131228	131229
131229	196765
131229	131230
131230	196766
131230	131231
131231	196767
131231	131232
131232	196768
131232	131233
131233	196769
131233	131234
131234	196770
131234	131235
131235	196771
131235	131236
131236	196772
131236	131237
131237	196773
131237	131238
131238	196774
131238	131239
131239	196775
131239	131240
131240	196776
131240	131241
131241	196777
131241	131242
131242	196778
131242	131243
131243	196779
131243	131244
131244	196780
131244	131245
131245	196781
131245	131246
131246	196782
131246	131247
131247	196783
131247	131248
131248	196784
131248	131249
131249	196785
131249	131250
131250	196786
131250	131251
131251	196787
131251	131252
131252	196788
131252	131253
131253	196789
131253	131254
131254	196790
131254	131255
131255	196791
131255	131256
131256	196792
131256	131257
131257	196793
131257	131258
131258	196794
131258	131259
131259	196795
131259	131260
131260	196796
131260	131261
131261	196797
131261	131262
131262	196798
131262	131263
131263	196799
131263	131264
131264	196800
131264	131265
131265	196801
131265	131266
131266	196802
131266	131267
131267	196803
131267	131268
131268	196804
131268	131269
131269	196805
131269	131270
131270	196806
131270	131271
131271	196807
196608	262144
196608	196609
196609	262145
196609	196610
196610	262146
196610	196611
196611	262147
196611	196612
196612	262148
196612	196613
196613	262149
196613	196614
196614	262150
196614	196615
196615	262151
196615	196616
196616	262152
196616	196617
196617	262153
196617	196618
196618	262154
196618	196619
196619	262155
196619	196620
196620	262156
196620	196621
196621	262157
196621	196622
196622	262158
196622	196623
196623	262159
196623	196624
196624	262160
196624	196625
196625	262161
196625	196626
196626	262162
196626	196627
196627	262163
196627	196628
196628	262164
196628	196629
196629	262165
196629	196630
196630	262166
196630	196631
196631	262167
196631	196632
196632	262168
196632	196633
196633	262169
196633	196634
196634	262170
196634	196635
196635	262171
196635	196636
196636	262172
196636	196637
196637	262173
196637	196638
196638	262174
196638	196639
196639	262175
196639	196640
196640	262176
196640	196641
196641	262177
196641	196642
196642	262178
196642	196643
196643	262179
196643	196644
196644	262180
196644	196645
196645	262181
196645	196646
196646	262182
196646	196647
196647	262183
196647	196648
196648	262184
196648	196649
196649	262185
196649	196650
196650	262186
196650	196651
196651	262187
196651	196652
196652	262188
196652	196653
196653	262189
196653	196654
196654	262190
196654	196655
196655	262191
196655	196656
196656	262192
196656	196657
196657	262193
196657	196658
196658	262194
196658	196659
196659	262195
196659	196660
196660	262196
196660	196661
196661	262197
196661	196662
196662	262198
196662	196663
196663	262199
196663	196664
196664	262200
196664	196665
196665	262201
196665	196666
196666	262202
196666	196667
196667	262203
196667	196668
196668	262204
196668	196669
196669	262205
196669	196670
196670	262206
196670	196671
196671	262207
196671	196672
196672	262208
196672	196673
196673	262209
196673	196674
196674	262210
196674	196675
196675	262211
196675	196676
196676	262212
196676	196677
196677	262213
196677	196678
196678	262214
196678	196679
196679	262215
196679	196680
196680	262216
196680	196681
196681	262217
196681	196682
196682	262218
196682	196683
196683	262219
196683	196684
196684	262220
196684	196685
196685	262221
196685	196686
196686	262222
196686	196687
196687	262223
196687	196688
196688	262224
196688	196689
196689	262225
196689	196690
196690	262226
196690	196691
196691	262227
196691	196692
196692	262228
196692	196693
196693	262229
196693	196694
196694	262230
196694	196695
196695	262231
196695	196696
196696	262232
196696	196697
196697	262233
196697	196698
196698	262234
196698	196699
196699	262235
196699	196700
196700	262236
196700	196701
196701	262237
196701	196702
196702	262238
196702	196703
196703	262239
196703	196704
196704	262240
196704	196705
196705	262241
196705	196706
196706	262242
196706	196707
196707	262243
196707	196708
196708	262244
196708	196709
196709	262245
196709	196710
196710	262246
196710	196711
196711	262247
196711	196712
196712	262248
196712	196713
196713	262249
196713	196714
196714	262250
196714	196715
196715	262251
196715	196716
196716	262252
196716	196717
196717	262253
196717	196718
196718	262254
196718	196719
196719	262255
196719	196720
196720	262256
196720	196721
196721	262257
196721	196722
196722	262258
196722	196723
196723	262259
196723	196724
196724	262260
196724	196725
196725	262261
196725	196726
196726	262262
196726	196727
196727	262263
196727	196728
196728	262264
196728	196729
196729	262265
196729	196730
196730	262266
196730	196731
196731	262267
196731	196732
196732	262268
196732	196733
196733	262269
196733	196734
196734	262270
196734	196735
196735	262271
196735	196736
196736	262272
196736	196737
196737	262273
196737	196738
196738	262274
196738	196739
196739	262275
196739	196740
196740	262276
196740	196741
196741	262277
196741	196742
196742	262278
196742	196743
196743	262279
196743	196744
196744	262280
196744	196745
196745	262281
196745	196746
196746	262282
196746	196747
196747	262283
196747	196748
196748	262284
196748	196749
196749	262285
196749	196750
196750	262286
196750	196751
196751	262287
196751	196752
196752	262288
196752	196753
196753	262289
196753	196754
196754	262290
196754	196755
196755	262291
196755	196756
196756	262292
196756	196757
196757	262293
196757	196758
196758	262294
196758	196759
196759	262295
196759	196760
196760	262296
196760	196761
196761	262297
196761	196762
196762	262298
196762	196763
196763	262299
196763	196764
196764	262300
196764	196765
196765	262301
196765	196766
196766	262302
196766	196767
196767	262303
196767	196768
196768	262304
196768	196769
196769	262305
196769	196770
196770	262306
196770	196771
196771	262307
196771	196772
196772	262308
196772	196773
196773	262309
196773	196774
196774	262310
196774	196775
196775	262311
196775	196776
196776	262312
196776	196777
196777	262313
196777	196778
196778	262314
196778	196779
196779	262315
196779	196780
196780	262316
196780	196781
196781	262317
196781	196782
196782	262318
196782	196783
196783	262319
196783	196784
196784	262320
196784	196785
196785	262321
196785	196786
196786	262322
196786	196787
196787	262323
196787	196788
196788	262324
196788	196789
196789	262325
196789	196790
196790	262326
196790	196791
196791	262327
196791	196792
196792	262328
196792	196793
196793	262329
196793	196794
196794	262330
196794	196795
196795	262331
196795	196796
196796	262332
196796	196797
196797	262333
196797	196798
196798	262334
196798	196799
196799	262335
196799	196800
196800	262336
196800	196801
196801	262337
196801	196802
196802	262338
196802	196803
196803	262339
196803	196804
196804	262340
196804	196805
196805	262341
196805	196806
196806	262342
196806	196807
196807	262343
262144	327680
262144	262145
262145	327681
262145	262146
262146	327682
262146	262147
262147	327683
262147	262148
262148	327684
262148	262149
262149	327685
262149	262150
262150	327686
262150	262151
262151	327687
262151	262152
262152	327688
262152	262153
262153	327689
262153	262154
262154	327690
262154	262155
262155	327691
262155	262156
262156	327692
262156	262157
262157	327693
262157	262158
262158	327694
262158	262159
262159	327695
262159	262160
262160	327696
262160	262161
262161	327697
262161	262162
262162	327698
262162	262163
262163	327699
262163	262164
262164	327700
262164	262165
262165	327701
262165	262166
262166	327702
262166	262167
262167	327703
262167	262168
262168	327704
262168	262169
262169	327705
262169	262170
262170	327706
262170	262171
262171	327707
262171	262172
262172	327708
262172	262173
262173	327709
262173	262174
262174	327710
262174	262175
262175	327711
262175	262176
262176	327712
262176	262177
262177	327713
262177	262178
262178	327714
262178	262179
262179	327715
262179	262180
262180	327716
262180	262181
262181	327717
262181	262182
262182	327718
262182	262183
262183	327719
262183	262184
262184	327720
262184	262185
262185	327721
262185	262186
262186	327722
262186	262187
262187	327723
262187	262188
262188	327724
262188	262189
262189	327725
262189	262190
262190	327726
262190	262191
262191	327727
262191	262192
262192	327728
262192	262193
262193	327729
262193	262194
262194	327730
262194	262195
262195	327731
262195	262196
262196	327732
262196	262197
262197	327733
262197	262198
262198	327734
262198	262199
262199	327735
262199	262200
262200	327736
262200	262201
262201	327737
262201	262202
262202	327738
262202	262203
262203	327739
262203	262204
262204	327740
262204	262205
262205	327741
262205	262206
262206	327742
262206	262207
262207	327743
262207	262208
262208	327744
262208	262209
262209	327745
262209	262210
262210	327746
262210	262211
262211	327747
262211	262212
262212	327748
262212	262213
262213	327749
262213	262214
262214	327750
262214	262215
262215	327751
262215	262216
262216	327752
262216	262217
262217	327753
262217	262218
262218	327754
262218	262219
262219	327755
262219	262220
262220	327756
262220	262221
262221	327757
262221	262222
262222	327758
262222	262223
262223	327759
262223	262224
262224	327760
262224	262225
262225	327761
262225	262226
262226	327762
262226	262227
262227	327763
262227	262228
262228	327764
262228	262229
262229	327765
262229	262230
262230	327766
262230	262231
262231	327767
262231	262232
262232	327768
262232	262233
262233	327769
262233	262234
262234	327770
262234	262235
262235	327771
262235	262236
262236	327772
262236	262237
262237	327773
262237	262238
262238	327774
262238	262239
262239	327775
262239	262240
262240	327776
262240	262241
262241	327777
262241	262242
262242	327778
262242	262243
262243	327779
262243	262244
262244	327780
262244	262245
262245	327781
262245	262246
262246	327782
262246	262247
262247	327783
262247	262248
262248	327784
262248	262249
262249	327785
262249	262250
262250	327786
262250	262251
262251	327787
262251	262252
262252	327788
262252	262253
262253	327789
262253	262254
262254	327790
262254	262255
262255	327791
262255	262256
262256	327792
262256	262257
262257	327793
262257	262258
262258	327794
262258	262259
262259	327795
262259	262260
262260	327796
262260	262261
262261	327797
262261	262262
262262	327798
262262	262263
262263	327799
262263	262264
262264	327800
262264	262265
262265	327801
262265	262266
262266	327802
262266	262267
262267	327803
262267	262268
262268	327804
262268	262269
262269	327805
262269	262270
262270	327806
262270	262271
262271	327807
262271	262272
262272	327808
262272	262273
262273	327809
262273	262274
262274	327810
262274	262275
262275	327811
262275	262276
262276	327812
262276	262277
262277	327813
262277	262278
262278	327814
262278	262279
262279	327815
262279	262280
262280	327816
262280	262281
262281	327817
262281	262282
262282	327818
262282	262283
262283	327819
262283	262284
262284	327820
262284	262285
262285	327821
262285	262286
262286	327822
262286	262287
262287	327823
262287	262288
262288	327824
262288	262289
262289	327825
262289	262290
262290	327826
262290	262291
262291	327827
262291	262292
262292	327828
262292	262293
262293	327829
262293	262294
262294	327830
262294	262295
262295	327831
262295	262296
262296	327832
262296	262297
262297	327833
262297	262298
262298	327834
262298	262299
262299	327835
262299	262300
262300	327836
262300	262301
262301	327837
262301	262302
262302	327838
262302	262303
262303	327839
262303	262304
262304	327840
262304	262305
262305	327841
262305	262306
262306	327842
262306	262307
262307	327843
262307	262308
262308	327844
262308	262309
262309	327845
262309	262310
262310	327846
262310	262311
262311	327847
262311	262312
262312	327848
262312	262313
262313	327849
262313	262314
262314	327850
262314	262315
262315	327851
262315	262316
262316	327852
262316	262317
262317	327853
262317	262318
262318	327854
262318	262319
262319	327855
262319	262320
262320	327856
262320	262321
262321	327857
262321	262322
262322	327858
262322	262323
262323	327859
262323	262324
262324	327860
262324	262325
262325	327861
262325	262326
262326	327862
262326	262327
262327	327863
262327	262328
262328	327864
262328	262329
262329	327865
262329	262330
262330	327866
262330	262331
262331	327867
262331	262332
262332	327868
262332	262333
262333	327869
262333	262334
262334	327870
262334	262335
262335	327871
262335	262336
262336	327872
262336	262337
262337	327873
262337	262338
262338	327874
262338	262339
262339	327875
262339	262340
262340	327876
262340	262341
262341	327877
262341	262342
262342	327878
262342	262343
262343	327879
327680	393216
327680	327681
327681	393217
327681	327682
327682	393218
327682	327683
327683	393219
327683	327684
327684	393220
327684	327685
327685	393221
327685	327686
327686	393222
327686	327687
327687	393223
327687	327688
327688	393224
327688	327689
327689	393225
327689	327690
327690	393226
327690	327691
327691	393227
327691	327692
327692	393228
327692	327693
327693	393229
327693	327694
327694	393230
327694	327695
327695	393231
327695	327696
327696	393232
327696	327697
327697	393233
327697	327698
327698	393234
327698	327699
327699	393235
327699	327700
327700	393236
327700	327701
327701	393237
327701	327702
327702	393238
327702	327703
327703	393239
327703	327704
327704	393240
327704	327705
327705	393241
327705	327706
327706	393242
327706	327707
327707	393243
327707	327708
327708	393244
327708	327709
327709	393245
327709	327710
327710	393246
327710	327711
327711	393247
327711	327712
327712	393248
327712	327713
327713	393249
327713	327714
327714	393250
327714	327715
327715	393251
327715	327716
327716	393252
327716	327717
327717	393253
327717	327718
327718	393254
327718	327719
327719	393255
327719	327720
327720	393256
327720	327721
327721	393257
327721	327722
327722	393258
327722	327723
327723	393259
327723	327724
327724	393260
327724	327725
327725	393261
327725	327726
327726	393262
327726	327727
327727	393263
327727	327728
327728	393264
327728	327729
327729	393265
327729	327730
327730	393266
327730	327731
327731	393267
327731	327732
327732	393268
327732	327733
327733	393269
327733	327734
327734	393270
327734	327735
327735	393271
327735	327736
327736	393272
327736	327737
327737	393273
327737	327738
327738	393274
327738	327739
327739	393275
327739	327740
327740	393276
327740	327741
327741	393277
327741	327742
327742	393278
327742	327743
327743	393279
327743	327744
327744	393280
327744	327745
327745	393281
327745	327746
327746	393282
327746	327747
327747	393283
327747	327748
327748	393284
327748	327749
327749	393285
327749	327750
327750	393286
327750	327751
327751	393287
327751	327752
327752	393288
327752	327753
327753	393289
327753	327754
327754	393290
327754	327755
327755	393291
327755	327756
327756	393292
327756	327757
327757	393293
327757	327758
327758	393294
327758	327759
327759	393295
327759	327760
327760	393296
327760	327761
327761	393297
327761	327762
327762	393298
327762	327763
327763	393299
327763	327764
327764	393300
327764	327765
327765	393301
327765	327766
327766	393302
327766	327767
327767	393303
327767	327768
327768	393304
327768	327769
327769	393305
327769	327770
327770	393306
327770	327771
327771	393307
327771	327772
327772	393308
327772	327773
327773	393309
327773	327774
327774	393310
327774	327775
327775	393311
327775	327776
327776	393312
327776	327777
327777	393313
327777	327778
327778	393314
327778	327779
327779	393315
327779	327780
327780	393316
327780	327781
327781	393317
327781	327782
327782	393318
327782	327783
327783	393319
327783	327784
327784	393320
327784	327785
327785	393321
327785	327786
327786	393322
327786	327787
327787	393323
327787	327788
327788	393324
327788	327789
327789	393325
327789	327790
327790	393326
327790	327791
327791	393327
327791	327792
327792	393328
327792	327793
327793	393329
327793	327794
327794	393330
327794	327795
327795	393331
327795	327796
327796	393332
327796	327797
327797	393333
327797	327798
327798	393334
327798	327799
327799	393335
327799	327800
327800	393336
327800	327801
327801	393337
327801	327802
327802	393338
327802	327803
327803	393339
327803	327804
327804	393340
327804	327805
327805	393341
327805	327806
327806	393342
327806	327807
327807	393343
327807	327808
327808	393344
327808	327809
327809	393345
327809	327810
327810	393346
327810	327811
327811	393347
327811	327812
327812	393348
327812	327813
327813	393349
327813	327814
327814	393350
327814	327815
327815	393351
327815	327816
327816	393352
327816	327817
327817	393353
327817	327818
327818	393354
327818	327819
327819	393355
327819	327820
327820	393356
327820	327821
327821	393357
327821	327822
327822	393358
327822	327823
327823	393359
327823	327824
327824	393360
327824	327825
327825	393361
327825	327826
327826	393362
327826	327827
327827	393363
327827	327828
327828	393364
327828	327829
327829	393365
327829	327830
327830	393366
327830	327831
327831	393367
327831	327832
327832	393368
327832	327833
327833	393369
327833	327834
327834	393370
327834	327835
327835	393371
327835	327836
327836	393372
327836	327837
327837	393373
327837	327838
327838	393374
327838	327839
327839	393375
327839	327840
327840	393376
327840	327841
327841	393377
327841	327842
327842	393378
327842	327843
327843	393379
327843	327844
327844	393380
327844	327845
327845	393381
327845	327846
327846	393382
327846	327847
327847	393383
327847	327848
327848	393384
327848	327849
327849	393385
327849	327850
327850	393386
327850	327851
327851	393387
327851	327852
327852	393388
327852	327853
327853	393389
327853	327854
327854	393390
327854	327855
327855	393391
327855	327856
327856	393392
327856	327857
327857	393393
327857	327858
327858	393394
327858	327859
327859	393395
327859	327860
327860	393396
327860	327861
327861	393397
327861	327862
327862	393398
327862	327863
327863	393399
327863	327864
327864	393400
327864	327865
327865	393401
327865	327866
327866	393402
327866	327867
327867	393403
327867	327868
327868	393404
327868	327869
327869	393405
327869	327870
327870	393406
327870	327871
327871	393407
327871	327872
327872	393408
327872	327873
327873	393409
327873	327874
327874	393410
327874	327875
327875	393411
327875	327876
327876	393412
327876	327877
327877	393413
327877	327878
327878	393414
327878	327879
327879	393415
393216	458752
393216	393217
393217	458753
393217	393218
393218	458754
393218	393219
393219	458755
393219	393220
393220	458756
393220	393221
393221	458757
393221	393222
393222	458758
393222	393223
393223	458759
393223	393224
393224	458760
393224	393225
393225	458761
393225	393226
393226	458762
393226	393227
393227	458763
393227	393228
393228	458764
393228	393229
393229	458765
393229	393230
393230	458766
393230	393231
393231	458767
393231	393232
393232	458768
393232	393233
393233	458769
393233	393234
393234	458770
393234	393235
393235	458771
